,station,line,Latitude,Longitude
198,CIUDAD UNIVERSITARIA,6,40.443554,-3.726795
199,CONDE DE CASAL,6,40.406967,-3.6704097
200,CUATRO CAMINOS,6,40.446968,-3.7038724
201,DIEGO DE LEON,6,40.432945,-3.6729429
202,GUZMAN EL BUENO,6,40.446358,-3.7122974
203,LAGUNA,6,40.399227,-3.7443004
204,LEGAZPI,6,40.391155,-3.695055
205,LUCERO,6,40.405094,-3.7453432
206,MANUEL BECERRA,6,40.427902,-3.6692145
207,MENDEZ ALVARO,6,40.395374,-3.6781423
208,METROPOLITANO,6,40.44643,-3.7194324
209,MONCLOA,6,40.434963,-3.7194517
210,NUEVOS MINISTERIOS,6,40.446613,-3.6924183
211,O'DONNELL,6,40.42289,-3.6685991
212,OPAÑEL,6,40.3869,-3.7231343
213,OPORTO,6,40.388462,-3.731269
214,PACIFICO,6,40.402065,-3.673861
215,PLAZA ELIPTICA,6,40.384598,-3.7183735
216,PRINCIPE PIO,6,40.421062,-3.720329
217,PUERTA DEL ANGEL,6,40.413895,-3.727242
218,REPUBLICA ARGENTINA,6,40.44379,-3.6840646
219,SAINZ DE BARANDA,6,40.415062,-3.6695235
220,USERA,6,40.387093,-3.706901
221,ALONSO CANO,7A,40.438374,-3.699255
222,ANTONIO MACHADO,7A,40.470215,-3.7177043
223,ASCAO,7A,40.4302,-3.6410608
224,AVDA. DE LA ILUSTRACION,7A,40.480095,-3.7184112
225,AVENIDA DE AMERICA,7A,40.43803,-3.6765308
226,BARRIO DE LA CONCEPCION,7A,40.43909,-3.6520047
227,CANAL,7A,40.4387,-3.7048945
228,CARTAGENA,7A,40.439335,-3.6721578
229,ESTADIO OLIMPICO,7A,40.43339,-3.6001565
230,FRANCOS RODRIGUEZ,7A,40.456474,-3.7123923
231,GARCIA NOBLEJAS,7A,40.42842,-3.6333103
232,GREGORIO MARAÑON,7A,40.438248,-3.6914954
233,GUZMAN EL BUENO,7A,40.44632,-3.712297
234,ISLAS FILIPINAS,7A,40.43906,-3.7137413
235,LACOMA,7A,40.485012,-3.7230535
236,LAS MUSAS,7A,40.43298,-3.607887
237,PARQUE DE LAS AVENIDAS,7A,40.43944,-3.6629736
238,PEÑAGRANDE,7A,40.47592,-3.7158303
239,PITIS,7A,40.495102,-3.7258995
240,PUEBLO NUEVO,7A,40.435658,-3.642834
241,SAN BLAS,7A,40.427986,-3.6154697
242,SIMANCAS,7A,40.427986,-3.625726
243,VALDEZARZA,7A,40.46482,-3.7159839
244,BARRIO DEL PUERTO,7B,40.422493,-3.5691988
245,COSLADA CENTRAL,7B,40.42373,-3.5611932
246,ESTADIO OLIMPICO,7B,40.43339,-3.6001565
247,HENARES,7B,40.417763,-3.5271847
248,HOSPITAL DEL HENARES,7B,40.417603,-3.5345387
249,JARAMA,7B,40.42295,-3.525504
250,LA RAMBLA,7B,40.425144,-3.5479312
251,SAN FERNANDO,7B,40.42441,-3.5354178
252,AEROPUERTO T1 T2 T3,8,40.468643,-3.569541
253,AEROPUERTO T4,8,40.49176,-3.593254
254,BARAJAS,8,40.47577,-3.5825312
255,CAMPO DE LAS NACIONES,8,40.46389,-3.61621
256,COLOMBIA,8,40.456337,-3.6768324
257,MAR DE CRISTAL,8,40.469383,-3.638331
258,NUEVOS MINISTERIOS,8,40.44655,-3.6924179
259,PINAR DEL REY,8,40.467995,-3.6486745
260,ARTILLEROS,9A,40.40522,-3.6418138
261,AVENIDA DE AMERICA,9A,40.43803,-3.676472
262,BARRIO DEL PILAR,9A,40.476883,-3.70317
263,COLOMBIA,9A,40.45749,-3.6769502
264,CONCHA ESPINA,9A,40.451443,-3.6773846
265,CRUZ DEL RAYO,9A,40.444263,-3.6782207
266,DUQUE DE PASTRANA,9A,40.46762,-3.6791751
267,ESTRELLA,9A,40.41147,-3.6617916
268,HERRERA ORIA,9A,40.484657,-3.7075224
269,IBIZA,9A,40.41839,-3.6785855
270,MIRASIERRA,9A,40.49109,-3.7163572
271,NUÑEZ DE BALBOA,9A,40.430122,-3.6793754
272,PACO DE LUCIA,9A,40.499645,-3.7090843
273,PAVONES,9A,40.40051,-3.6351228
274,PIO XII,9A,40.463,-3.6758022
275,PLAZA DE CASTILLA,9A,40.466892,-3.689135
276,PRINCIPE DE VERGARA,9A,40.42417,-3.6802468
277,PUERTA DE ARGANDA,9A,40.401314,-3.5959828
278,SAINZ DE BARANDA,9A,40.415028,-3.669523
279,SAN CIPRIANO,9A,40.403812,-3.602404
280,VALDEBERNARDO,9A,40.400043,-3.6215668
281,VENTILLA,9A,40.46943,-3.695885
282,VICALVARO,9A,40.40421,-3.6088657
283,VINATEROS,9A,40.41024,-3.6527398
284,ARGANDA DEL REY,9B,40.303665,-3.447526
285,LA POVEDA,9B,40.319016,-3.4774525
286,PUERTA DE ARGANDA,9B,40.401314,-3.5959828
287,RIVAS FUTURA,9B,40.341343,-3.5247998
288,RIVAS URBANIZACIONES,9B,40.366768,-3.5472815
289,RIVAS VACIAMADRID,9B,40.32837,-3.5206027
290,OPERA,R,40.418087,-3.7092881
291,PRINCIPE PIO,R,40.420994,-3.7203283
